event_id,event_date,event_time,aircraft_registration,operator,event_type,event_classification,event_location,inspection_location,consequences,description
676,2027-11-10,18:35,VQ-BNA,Уральские авиалинии ,Повреждение ВС,АПС,Перрон 11,Шереметьево,Нет,Повреждение корпуса
677,2027-11-12,22:20,RA-66666,Аэрофлот,Отклонение от регламента,Аэродромно-производственное событие,Стоянка 6,Шереметьево,Минимальные,Выявлено отклонение
678,12.11.2027,0640,VQ-BNB,АЭРОФЛОТ,Посторонний предмет,АПС,Перрон 4,Шереметьево,Нет,Обнаружен объект
679,2027-11-15,11:25,RA-67676,S7 Airlines,Нарушение процедуры,Аэродромно-производственное событие,Перрон 10,Домодедово,Незначительные,Нарушение инструкции
680,2027-11-17,17:40,VQ-BNC,C7,Повреждение ВС,АПС,Перрон 3,Внуково,Нет,Повреждение конструкции
681,2027-11-19,09:10,RA-68686,Аэрофлот,Посторонний предмет,Аэродромно-производственное событие,Перрон 7,Шереметьево,Нет,Обнаружен предмет возле ВС
682,19.11.2027,14:45,VQ-BND,аэрофлот ,Нарушение процедуры,АПС,Стоянка 10,Шереметьево,Минимальные,Нарушение процедуры обслуживания
683,2027/11/22,18:20,RA-69696,S7 Airlines,Повреждение ВС,Аэродромно-производственное событие,РД-4,Домодедово,Нет,Выявлено повреждение после осмотра
684,2027-11-24,23:05,VQ-BNE,S7 airlines,Отклонение от регламента,АПС,Перрон 6,Шереметьево,Минимальные,Несоответствие требованиям
685,24.11.2027,06:25,RA-70707,Победа,Нарушение процедуры,Аэродромно-производственное событие,Перрон 1,Внуково,Незначительные,Нарушение порядка выполнения работ
686,2027-11-27,12:40,VQ-BNF,Победаа,Повреждение ВС,АПС,Стоянка 5,Внуково,Нет,Повреждение оборудования
687,27/11/2027,20:15,RA-71717,Россия,Посторонний предмет,Аэродромно-производственное событие,Перрон 8,Шереметьево,Нет,Обнаружен посторонний объект
688,2027-11-29,10:35,VQ-BNG,РОССИЯ ,Нарушение процедуры,АПС,Перрон 4,Домодедово,Минимальные,Нарушение контроля
689,29.11.2027,16.25,RA-72727,Aeroflot,Повреждение ВС,Аэродромно-производственное событие,Перрон 10,Шереметьево,Нет,Обнаружено повреждение
690,2027-12-01,21:45,VQ-BNH,Аэрофлoт,Отклонение от регламента,АПС,РД-2,Шереметьево,Минимальные,Выявлено отклонение
691,2027-12-03,08:25,RA-73737,S7 Airlines,Посторонний предмет,Аэродромно-производственное событие,Перрон 5,Домодедово,Нет,Обнаружен объект
692,03.12.2027,15:05,VQ-BNI,S7,Нарушение процедуры,АПС,Стоянка 8,Шереметьево,Незначительные,Нарушение регламента
693,2027/12/05,19:35,RA-74747,Победа,Повреждение ВС,Аэродромно-производственное событие,Перрон 9,Внуково,Нет,Повреждение элемента
694,2027-12-07,07:10,VQ-BNJ,победа,Отклонение от регламента,АПС,Перрон 2,Внуково,Минимальные,Несоответствие процедуре
695,07.12.2027,13:50,RA-75757,Уральские авиалинии,Посторонний предмет,Аэродромно-производственное событие,РД-3,Домодедово,Нет,Обнаружен инструмент
696,2027-12-10,18:30,VQ-BNK,Уральские авиалинии ,Нарушение процедуры,АПС,Перрон 11,Шереметьево,Незначительные,Нарушение порядка
697,2027-12-12,22:25,RA-76767,Аэрофлот,Повреждение ВС,Аэродромно-производственное событие,Стоянка 6,Шереметьево,Нет,Выявлено повреждение конструкции
698,12.12.2027,0645,VQ-BNL,АЭРОФЛОТ,Посторонний предмет,АПС,Перрон 4,Шереметьево,Нет,Обнаружен объект
699,2027-12-15,11:20,RA-77777,S7 Airlines,Нарушение процедуры,Аэродромно-производственное событие,Перрон 10,Домодедово,Минимальные,Нарушение проверки
